DateKey,Date,Day,DayName,Month,MonthName,Quarter,Year,WeekOfYear,DayOfWeek,IsWeekend,IsPublicHoliday,HolidayName,Season
20240803,2024-08-03,3,Saturday,8,August,Q3,2024,31,6,1,0,,Southwest Monsoon
20240804,2024-08-04,4,Sunday,8,August,Q3,2024,31,7,1,0,,Southwest Monsoon
20240805,2024-08-05,5,Monday,8,August,Q3,2024,32,1,0,0,,Southwest Monsoon
20240806,2024-08-06,6,Tuesday,8,August,Q3,2024,32,2,0,0,,Southwest Monsoon
20240807,2024-08-07,7,Wednesday,8,August,Q3,2024,32,3,0,0,,Southwest Monsoon
20240808,2024-08-08,8,Thursday,8,August,Q3,2024,32,4,0,0,,Southwest Monsoon
20240809,2024-08-09,9,Friday,8,August,Q3,2024,32,5,0,0,,Southwest Monsoon
20240810,2024-08-10,10,Saturday,8,August,Q3,2024,32,6,1,0,,Southwest Monsoon
20240811,2024-08-11,11,Sunday,8,August,Q3,2024,32,7,1,0,,Southwest Monsoon
20240812,2024-08-12,12,Monday,8,August,Q3,2024,33,1,0,0,,Southwest Monsoon
20240813,2024-08-13,13,Tuesday,8,August,Q3,2024,33,2,0,0,,Southwest Monsoon
20240814,2024-08-14,14,Wednesday,8,August,Q3,2024,33,3,0,0,,Southwest Monsoon
20240815,2024-08-15,15,Thursday,8,August,Q3,2024,33,4,0,0,,Southwest Monsoon
20240816,2024-08-16,16,Friday,8,August,Q3,2024,33,5,0,0,,Southwest Monsoon
20240817,2024-08-17,17,Saturday,8,August,Q3,2024,33,6,1,0,,Southwest Monsoon
20240818,2024-08-18,18,Sunday,8,August,Q3,2024,33,7,1,0,,Southwest Monsoon
20240819,2024-08-19,19,Monday,8,August,Q3,2024,34,1,0,0,,Southwest Monsoon
20240820,2024-08-20,20,Tuesday,8,August,Q3,2024,34,2,0,0,,Southwest Monsoon
20240821,2024-08-21,21,Wednesday,8,August,Q3,2024,34,3,0,0,,Southwest Monsoon
20240822,2024-08-22,22,Thursday,8,August,Q3,2024,34,4,0,0,,Southwest Monsoon
20240823,2024-08-23,23,Friday,8,August,Q3,2024,34,5,0,0,,Southwest Monsoon
20240824,2024-08-24,24,Saturday,8,August,Q3,2024,34,6,1,0,,Southwest Monsoon
20240825,2024-08-25,25,Sunday,8,August,Q3,2024,34,7,1,0,,Southwest Monsoon
20240826,2024-08-26,26,Monday,8,August,Q3,2024,35,1,0,0,,Southwest Monsoon
20240827,2024-08-27,27,Tuesday,8,August,Q3,2024,35,2,0,0,,Southwest Monsoon
20240828,2024-08-28,28,Wednesday,8,August,Q3,2024,35,3,0,0,,Southwest Monsoon
20240829,2024-08-29,29,Thursday,8,August,Q3,2024,35,4,0,0,,Southwest Monsoon
20240830,2024-08-30,30,Friday,8,August,Q3,2024,35,5,0,0,,Southwest Monsoon
20240831,2024-08-31,31,Saturday,8,August,Q3,2024,35,6,1,1,National Year,Southwest Monsoon
20240901,2024-09-01,1,Sunday,9,September,Q3,2024,35,7,1,0,,Inter-monsoon
20240902,2024-09-02,2,Monday,9,September,Q3,2024,36,1,0,0,,Inter-monsoon
20240903,2024-09-03,3,Tuesday,9,September,Q3,2024,36,2,0,0,,Inter-monsoon
20240904,2024-09-04,4,Wednesday,9,September,Q3,2024,36,3,0,0,,Inter-monsoon
20240905,2024-09-05,5,Thursday,9,September,Q3,2024,36,4,0,0,,Inter-monsoon
20240906,2024-09-06,6,Friday,9,September,Q3,2024,36,5,0,0,,Inter-monsoon
20240907,2024-09-07,7,Saturday,9,September,Q3,2024,36,6,1,0,,Inter-monsoon
20240908,2024-09-08,8,Sunday,9,September,Q3,2024,36,7,1,0,,Inter-monsoon
20240909,2024-09-09,9,Monday,9,September,Q3,2024,37,1,0,0,,Inter-monsoon
20240910,2024-09-10,10,Tuesday,9,September,Q3,2024,37,2,0,0,,Inter-monsoon
20240911,2024-09-11,11,Wednesday,9,September,Q3,2024,37,3,0,0,,Inter-monsoon
20240912,2024-09-12,12,Thursday,9,September,Q3,2024,37,4,0,0,,Inter-monsoon
20240913,2024-09-13,13,Friday,9,September,Q3,2024,37,5,0,0,,Inter-monsoon
20240914,2024-09-14,14,Saturday,9,September,Q3,2024,37,6,1,0,,Inter-monsoon
20240915,2024-09-15,15,Sunday,9,September,Q3,2024,37,7,1,1,Prophet Muhammad's Birthday,Inter-monsoon
20240916,2024-09-16,16,Monday,9,September,Q3,2024,38,1,0,1,Malaysia Day,Inter-monsoon
20240917,2024-09-17,17,Tuesday,9,September,Q3,2024,38,2,0,0,,Inter-monsoon
20240918,2024-09-18,18,Wednesday,9,September,Q3,2024,38,3,0,0,,Inter-monsoon
20240919,2024-09-19,19,Thursday,9,September,Q3,2024,38,4,0,0,,Inter-monsoon
20240920,2024-09-20,20,Friday,9,September,Q3,2024,38,5,0,0,,Inter-monsoon
20240921,2024-09-21,21,Saturday,9,September,Q3,2024,38,6,1,0,,Inter-monsoon
20240922,2024-09-22,22,Sunday,9,September,Q3,2024,38,7,1,0,,Inter-monsoon
20240923,2024-09-23,23,Monday,9,September,Q3,2024,39,1,0,0,,Inter-monsoon
20240924,2024-09-24,24,Tuesday,9,September,Q3,2024,39,2,0,0,,Inter-monsoon
20240925,2024-09-25,25,Wednesday,9,September,Q3,2024,39,3,0,0,,Inter-monsoon
20240926,2024-09-26,26,Thursday,9,September,Q3,2024,39,4,0,0,,Inter-monsoon
20240927,2024-09-27,27,Friday,9,September,Q3,2024,39,5,0,0,,Inter-monsoon
20240928,2024-09-28,28,Saturday,9,September,Q3,2024,39,6,1,0,,Inter-monsoon
20240929,2024-09-29,29,Sunday,9,September,Q3,2024,39,7,1,0,,Inter-monsoon
20240930,2024-09-30,30,Monday,9,September,Q3,2024,40,1,0,0,,Inter-monsoon
20241001,2024-10-01,1,Tuesday,10,October,Q4,2024,40,2,0,0,,Inter-monsoon
20241002,2024-10-02,2,Wednesday,10,October,Q4,2024,40,3,0,0,,Inter-monsoon
20241003,2024-10-03,3,Thursday,10,October,Q4,2024,40,4,0,0,,Inter-monsoon
20241004,2024-10-04,4,Friday,10,October,Q4,2024,40,5,0,0,,Inter-monsoon
20241005,2024-10-05,5,Saturday,10,October,Q4,2024,40,6,1,0,,Inter-monsoon
20241006,2024-10-06,6,Sunday,10,October,Q4,2024,40,7,1,0,,Inter-monsoon
20241007,2024-10-07,7,Monday,10,October,Q4,2024,41,1,0,0,,Inter-monsoon
20241008,2024-10-08,8,Tuesday,10,October,Q4,2024,41,2,0,0,,Inter-monsoon
20241009,2024-10-09,9,Wednesday,10,October,Q4,2024,41,3,0,0,,Inter-monsoon
20241010,2024-10-10,10,Thursday,10,October,Q4,2024,41,4,0,0,,Inter-monsoon
20241011,2024-10-11,11,Friday,10,October,Q4,2024,41,5,0,0,,Inter-monsoon
20241012,2024-10-12,12,Saturday,10,October,Q4,2024,41,6,1,0,,Inter-monsoon
20241013,2024-10-13,13,Sunday,10,October,Q4,2024,41,7,1,0,,Inter-monsoon
20241014,2024-10-14,14,Monday,10,October,Q4,2024,42,1,0,0,,Inter-monsoon
20241015,2024-10-15,15,Tuesday,10,October,Q4,2024,42,2,0,0,,Inter-monsoon
20241016,2024-10-16,16,Wednesday,10,October,Q4,2024,42,3,0,0,,Inter-monsoon
20241017,2024-10-17,17,Thursday,10,October,Q4,2024,42,4,0,0,,Inter-monsoon
20241018,2024-10-18,18,Friday,10,October,Q4,2024,42,5,0,0,,Inter-monsoon
20241019,2024-10-19,19,Saturday,10,October,Q4,2024,42,6,1,0,,Inter-monsoon
20241020,2024-10-20,20,Sunday,10,October,Q4,2024,42,7,1,0,,Inter-monsoon
20241021,2024-10-21,21,Monday,10,October,Q4,2024,43,1,0,0,,Inter-monsoon
20241022,2024-10-22,22,Tuesday,10,October,Q4,2024,43,2,0,0,,Inter-monsoon
20241023,2024-10-23,23,Wednesday,10,October,Q4,2024,43,3,0,0,,Inter-monsoon
20241024,2024-10-24,24,Thursday,10,October,Q4,2024,43,4,0,0,,Inter-monsoon
20241025,2024-10-25,25,Friday,10,October,Q4,2024,43,5,0,0,,Inter-monsoon
20241026,2024-10-26,26,Saturday,10,October,Q4,2024,43,6,1,0,,Inter-monsoon
20241027,2024-10-27,27,Sunday,10,October,Q4,2024,43,7,1,0,,Inter-monsoon
20241028,2024-10-28,28,Monday,10,October,Q4,2024,44,1,0,0,,Inter-monsoon
20241029,2024-10-29,29,Tuesday,10,October,Q4,2024,44,2,0,0,,Inter-monsoon
20241030,2024-10-30,30,Wednesday,10,October,Q4,2024,44,3,0,0,,Inter-monsoon
20241031,2024-10-31,31,Thursday,10,October,Q4,2024,44,4,0,1,Deepavali,Inter-monsoon
20241101,2024-11-01,1,Friday,11,November,Q4,2024,44,5,0,0,,Northeast Monsoon
20241102,2024-11-02,2,Saturday,11,November,Q4,2024,44,6,1,0,,Northeast Monsoon
20241103,2024-11-03,3,Sunday,11,November,Q4,2024,44,7,1,0,,Northeast Monsoon
20241104,2024-11-04,4,Monday,11,November,Q4,2024,45,1,0,0,,Northeast Monsoon
20241105,2024-11-05,5,Tuesday,11,November,Q4,2024,45,2,0,0,,Northeast Monsoon
20241106,2024-11-06,6,Wednesday,11,November,Q4,2024,45,3,0,0,,Northeast Monsoon
20241107,2024-11-07,7,Thursday,11,November,Q4,2024,45,4,0,0,,Northeast Monsoon
20241108,2024-11-08,8,Friday,11,November,Q4,2024,45,5,0,0,,Northeast Monsoon
20241109,2024-11-09,9,Saturday,11,November,Q4,2024,45,6,1,0,,Northeast Monsoon
20241110,2024-11-10,10,Sunday,11,November,Q4,2024,45,7,1,0,,Northeast Monsoon
20241111,2024-11-11,11,Monday,11,November,Q4,2024,46,1,0,0,,Northeast Monsoon
20241112,2024-11-12,12,Tuesday,11,November,Q4,2024,46,2,0,0,,Northeast Monsoon
20241113,2024-11-13,13,Wednesday,11,November,Q4,2024,46,3,0,0,,Northeast Monsoon
20241114,2024-11-14,14,Thursday,11,November,Q4,2024,46,4,0,0,,Northeast Monsoon
20241115,2024-11-15,15,Friday,11,November,Q4,2024,46,5,0,0,,Northeast Monsoon
20241116,2024-11-16,16,Saturday,11,November,Q4,2024,46,6,1,0,,Northeast Monsoon
20241117,2024-11-17,17,Sunday,11,November,Q4,2024,46,7,1,0,,Northeast Monsoon
20241118,2024-11-18,18,Monday,11,November,Q4,2024,47,1,0,0,,Northeast Monsoon
20241119,2024-11-19,19,Tuesday,11,November,Q4,2024,47,2,0,0,,Northeast Monsoon
20241120,2024-11-20,20,Wednesday,11,November,Q4,2024,47,3,0,0,,Northeast Monsoon
20241121,2024-11-21,21,Thursday,11,November,Q4,2024,47,4,0,0,,Northeast Monsoon
20241122,2024-11-22,22,Friday,11,November,Q4,2024,47,5,0,0,,Northeast Monsoon
20241123,2024-11-23,23,Saturday,11,November,Q4,2024,47,6,1,0,,Northeast Monsoon
20241124,2024-11-24,24,Sunday,11,November,Q4,2024,47,7,1,0,,Northeast Monsoon
20241125,2024-11-25,25,Monday,11,November,Q4,2024,48,1,0,0,,Northeast Monsoon
20241126,2024-11-26,26,Tuesday,11,November,Q4,2024,48,2,0,0,,Northeast Monsoon
20241127,2024-11-27,27,Wednesday,11,November,Q4,2024,48,3,0,0,,Northeast Monsoon
20241128,2024-11-28,28,Thursday,11,November,Q4,2024,48,4,0,0,,Northeast Monsoon
20241129,2024-11-29,29,Friday,11,November,Q4,2024,48,5,0,0,,Northeast Monsoon
20241130,2024-11-30,30,Saturday,11,November,Q4,2024,48,6,1,0,,Northeast Monsoon
20241201,2024-12-01,1,Sunday,12,December,Q4,2024,48,7,1,0,,Northeast Monsoon
20241202,2024-12-02,2,Monday,12,December,Q4,2024,49,1,0,0,,Northeast Monsoon
20241203,2024-12-03,3,Tuesday,12,December,Q4,2024,49,2,0,0,,Northeast Monsoon
20241204,2024-12-04,4,Wednesday,12,December,Q4,2024,49,3,0,0,,Northeast Monsoon
20241205,2024-12-05,5,Thursday,12,December,Q4,2024,49,4,0,0,,Northeast Monsoon
20241206,2024-12-06,6,Friday,12,December,Q4,2024,49,5,0,0,,Northeast Monsoon
20241207,2024-12-07,7,Saturday,12,December,Q4,2024,49,6,1,0,,Northeast Monsoon
20241208,2024-12-08,8,Sunday,12,December,Q4,2024,49,7,1,0,,Northeast Monsoon
20241209,2024-12-09,9,Monday,12,December,Q4,2024,50,1,0,0,,Northeast Monsoon
20241210,2024-12-10,10,Tuesday,12,December,Q4,2024,50,2,0,0,,Northeast Monsoon
20241211,2024-12-11,11,Wednesday,12,December,Q4,2024,50,3,0,0,,Northeast Monsoon
20241212,2024-12-12,12,Thursday,12,December,Q4,2024,50,4,0,0,,Northeast Monsoon
20241213,2024-12-13,13,Friday,12,December,Q4,2024,50,5,0,0,,Northeast Monsoon
20241214,2024-12-14,14,Saturday,12,December,Q4,2024,50,6,1,0,,Northeast Monsoon
20241215,2024-12-15,15,Sunday,12,December,Q4,2024,50,7,1,0,,Northeast Monsoon
20241216,2024-12-16,16,Monday,12,December,Q4,2024,51,1,0,0,,Northeast Monsoon
20241217,2024-12-17,17,Tuesday,12,December,Q4,2024,51,2,0,0,,Northeast Monsoon
20241218,2024-12-18,18,Wednesday,12,December,Q4,2024,51,3,0,0,,Northeast Monsoon
20241219,2024-12-19,19,Thursday,12,December,Q4,2024,51,4,0,0,,Northeast Monsoon
20241220,2024-12-20,20,Friday,12,December,Q4,2024,51,5,0,0,,Northeast Monsoon
20241221,2024-12-21,21,Saturday,12,December,Q4,2024,51,6,1,0,,Northeast Monsoon
20241222,2024-12-22,22,Sunday,12,December,Q4,2024,51,7,1,0,,Northeast Monsoon
20241223,2024-12-23,23,Monday,12,December,Q4,2024,52,1,0,0,,Northeast Monsoon
20241224,2024-12-24,24,Tuesday,12,December,Q4,2024,52,2,0,0,,Northeast Monsoon
20241225,2024-12-25,25,Wednesday,12,December,Q4,2024,52,3,0,1,Christmas Day,Northeast Monsoon
20241226,2024-12-26,26,Thursday,12,December,Q4,2024,52,4,0,0,,Northeast Monsoon
20241227,2024-12-27,27,Friday,12,December,Q4,2024,52,5,0,0,,Northeast Monsoon
20241228,2024-12-28,28,Saturday,12,December,Q4,2024,52,6,1,0,,Northeast Monsoon
20241229,2024-12-29,29,Sunday,12,December,Q4,2024,52,7,1,0,,Northeast Monsoon
20241230,2024-12-30,30,Monday,12,December,Q4,2024,1,1,0,0,,Northeast Monsoon
